Catalogue Link,Material,Module,Teeth Count,Pitch Diameter (mm),Bore Diameter (mm),Tooth Finish,Heat Treatment
SSG1.5-40J25,S45C,1.5,40,60,25 keyway&screw hole,High Precision,Yes
SSG1.5-40J28,S45C,1.5,40,60,28 keyway&screw hole,High Precision,Yes
SSG1.5-40J30,S45C,1.5,40,60,30 keyway&screw hole,High Precision,Yes
SSG1.5-42J15,S45C,1.5,42,63,15 keyway&screw hole,High Precision,Yes
SSG1.5-42J16,S45C,1.5,42,63,16 keyway&screw hole,High Precision,Yes
SSG1.5-42J17,S45C,1.5,42,63,17 keyway&screw hole,High Precision,Yes
SSG1.5-42J18,S45C,1.5,42,63,18 keyway&screw hole,High Precision,Yes
SSG1.5-42J19,S45C,1.5,42,63,19 keyway&screw hole,High Precision,Yes
SSG1.5-42J20,S45C,1.5,42,63,20 keyway&screw hole,High Precision,Yes
SSG1.5-42J22,S45C,1.5,42,63,22 keyway&screw hole,High Precision,Yes
SSG1.5-42J25,S45C,1.5,42,63,25 keyway&screw hole,High Precision,Yes
SSG1.5-42J28,S45C,1.5,42,63,28 keyway&screw hole,High Precision,Yes
SSG1.5-42J30,S45C,1.5,42,63,30 keyway&screw hole,High Precision,Yes
SSG1.5-44J15,S45C,1.5,44,66,15 keyway&screw hole,High Precision,Yes
SSG1.5-44J16,S45C,1.5,44,66,16 keyway&screw hole,High Precision,Yes
SSG1.5-44J17,S45C,1.5,44,66,17 keyway&screw hole,High Precision,Yes
SSG1.5-44J18,S45C,1.5,44,66,18 keyway&screw hole,High Precision,Yes
SSG1.5-44J19,S45C,1.5,44,66,19 keyway&screw hole,High Precision,Yes
SSG1.5-44J20,S45C,1.5,44,66,20 keyway&screw hole,High Precision,Yes
SSG1.5-44J22,S45C,1.5,44,66,22 keyway&screw hole,High Precision,Yes
SSG1.5-44J25,S45C,1.5,44,66,25 keyway&screw hole,High Precision,Yes
SSG1.5-44J28,S45C,1.5,44,66,28 keyway&screw hole,High Precision,Yes
SSG1.5-44J30,S45C,1.5,44,66,30 keyway&screw hole,High Precision,Yes
SSG1.5-45J18,S45C,1.5,45,67.5,18 keyway&screw hole,High Precision,Yes
SSG1.5-45J19,S45C,1.5,45,67.5,19 keyway&screw hole,High Precision,Yes
SSG1.5-45J20,S45C,1.5,45,67.5,20 keyway&screw hole,High Precision,Yes
SSG1.5-45J22,S45C,1.5,45,67.5,22 keyway&screw hole,High Precision,Yes
SSG1.5-45J25,S45C,1.5,45,67.5,25 keyway&screw hole,High Precision,Yes
SSG1.5-45J28,S45C,1.5,45,67.5,28 keyway&screw hole,High Precision,Yes
SSG1.5-45J30,S45C,1.5,45,67.5,30 keyway&screw hole,High Precision,Yes
SSG1.5-48J18,S45C,1.5,48,72,18 keyway&screw hole,High Precision,Yes
SSG1.5-48J19,S45C,1.5,48,72,19 keyway&screw hole,High Precision,Yes
SSG1.5-48J20,S45C,1.5,48,72,20 keyway&screw hole,High Precision,Yes
SSG1.5-48J22,S45C,1.5,48,72,22 keyway&screw hole,High Precision,Yes
SSG1.5-48J25,S45C,1.5,48,72,25 keyway&screw hole,High Precision,Yes
SSG1.5-48J28,S45C,1.5,48,72,28 keyway&screw hole,High Precision,Yes
SSG1.5-48J30,S45C,1.5,48,72,30 keyway&screw hole,High Precision,Yes
SSG1.5-50J18,S45C,1.5,50,75,18 keyway&screw hole,High Precision,Yes
SSG1.5-50J19,S45C,1.5,50,75,19 keyway&screw hole,High Precision,Yes
SSG1.5-50J20,S45C,1.5,50,75,20 keyway&screw hole,High Precision,Yes
SSG1.5-50J22,S45C,1.5,50,75,22 keyway&screw hole,High Precision,Yes
SSG1.5-50J25,S45C,1.5,50,75,25 keyway&screw hole,High Precision,Yes
SSG1.5-50J28,S45C,1.5,50,75,28 keyway&screw hole,High Precision,Yes
SSG1.5-50J30,S45C,1.5,50,75,30 keyway&screw hole,High Precision,Yes
SSG1.5-50J32,S45C,1.5,50,75,32 keyway&screw hole,High Precision,Yes
SSG1.5-50J35,S45C,1.5,50,75,35 keyway&screw hole,High Precision,Yes
SSG1.5-55J18,S45C,1.5,55,82.5,18 keyway&screw hole,High Precision,Yes
SSG1.5-55J19,S45C,1.5,55,82.5,19 keyway&screw hole,High Precision,Yes
SSG1.5-55J20,S45C,1.5,55,82.5,20 keyway&screw hole,High Precision,Yes
SSG1.5-55J22,S45C,1.5,55,82.5,22 keyway&screw hole,High Precision,Yes
SSG1.5-55J25,S45C,1.5,55,82.5,25 keyway&screw hole,High Precision,Yes
SSG1.5-55J28,S45C,1.5,55,82.5,28 keyway&screw hole,High Precision,Yes
SSG1.5-55J30,S45C,1.5,55,82.5,30 keyway&screw hole,High Precision,Yes
SSG1.5-55J32,S45C,1.5,55,82.5,32 keyway&screw hole,High Precision,Yes
SSG1.5-55J35,S45C,1.5,55,82.5,35 keyway&screw hole,High Precision,Yes
SSG1.5-56J18,S45C,1.5,56,84,18 keyway&screw hole,High Precision,Yes
SSG1.5-56J19,S45C,1.5,56,84,19 keyway&screw hole,High Precision,Yes
SSG1.5-56J20,S45C,1.5,56,84,20 keyway&screw hole,High Precision,Yes
SSG1.5-56J22,S45C,1.5,56,84,22 keyway&screw hole,High Precision,Yes
SSG1.5-56J25,S45C,1.5,56,84,25 keyway&screw hole,High Precision,Yes
SSG1.5-56J28,S45C,1.5,56,84,28 keyway&screw hole,High Precision,Yes
SSG1.5-56J30,S45C,1.5,56,84,30 keyway&screw hole,High Precision,Yes
SSG1.5-56J32,S45C,1.5,56,84,32 keyway&screw hole,High Precision,Yes
SSG1.5-56J35,S45C,1.5,56,84,35 keyway&screw hole,High Precision,Yes
SSG1.5-60J20,S45C,1.5,60,90,20 keyway&screw hole,High Precision,Yes
SSG1.5-60J22,S45C,1.5,60,90,22 keyway&screw hole,High Precision,Yes
SSG1.5-60J25,S45C,1.5,60,90,25 keyway&screw hole,High Precision,Yes
SSG1.5-60J28,S45C,1.5,60,90,28 keyway&screw hole,High Precision,Yes
SSG1.5-60J30,S45C,1.5,60,90,30 keyway&screw hole,High Precision,Yes
SSG1.5-60J32,S45C,1.5,60,90,32 keyway&screw hole,High Precision,Yes
SSG1.5-60J35,S45C,1.5,60,90,35 keyway&screw hole,High Precision,Yes
SSG1.5-64J20,S45C,1.5,64,96,20 keyway&screw hole,High Precision,Yes
SSG1.5-64J22,S45C,1.5,64,96,22 keyway&screw hole,High Precision,Yes
SSG1.5-64J25,S45C,1.5,64,96,25 keyway&screw hole,High Precision,Yes
SSG1.5-64J28,S45C,1.5,64,96,28 keyway&screw hole,High Precision,Yes
SSG1.5-64J30,S45C,1.5,64,96,30 keyway&screw hole,High Precision,Yes
SSG1.5-64J32,S45C,1.5,64,96,32 keyway&screw hole,High Precision,Yes
SSG1.5-64J35,S45C,1.5,64,96,35 keyway&screw hole,High Precision,Yes
SSG1.5-70J20,S45C,1.5,70,105,20 keyway&screw hole,High Precision,Yes
SSG1.5-70J22,S45C,1.5,70,105,22 keyway&screw hole,High Precision,Yes
SSG1.5-70J25,S45C,1.5,70,105,25 keyway&screw hole,High Precision,Yes
SSG1.5-70J28,S45C,1.5,70,105,28 keyway&screw hole,High Precision,Yes
SSG1.5-70J30,S45C,1.5,70,105,30 keyway&screw hole,High Precision,Yes
SSG1.5-70J32,S45C,1.5,70,105,32 keyway&screw hole,High Precision,Yes
SSG1.5-70J35,S45C,1.5,70,105,35 keyway&screw hole,High Precision,Yes
SSG1.5-75J20,S45C,1.5,75,112.5,20 keyway&screw hole,High Precision,Yes
SSG1.5-75J22,S45C,1.5,75,112.5,22 keyway&screw hole,High Precision,Yes
SSG1.5-75J25,S45C,1.5,75,112.5,25 keyway&screw hole,High Precision,Yes
SSG1.5-75J28,S45C,1.5,75,112.5,28 keyway&screw hole,High Precision,Yes
SSG1.5-75J30,S45C,1.5,75,112.5,30 keyway&screw hole,High Precision,Yes
SSG1.5-75J32,S45C,1.5,75,112.5,32 keyway&screw hole,High Precision,Yes
SSG1.5-75J35,S45C,1.5,75,112.5,35 keyway&screw hole,High Precision,Yes
SSG1.5-80J20,S45C,1.5,80,120,20 keyway&screw hole,High Precision,Yes
SSG1.5-80J22,S45C,1.5,80,120,22 keyway&screw hole,High Precision,Yes
SSG1.5-80J25,S45C,1.5,80,120,25 keyway&screw hole,High Precision,Yes
SSG1.5-80J28,S45C,1.5,80,120,28 keyway&screw hole,High Precision,Yes
SSG1.5-80J30,S45C,1.5,80,120,30 keyway&screw hole,High Precision,Yes
SSG1.5-80J32,S45C,1.5,80,120,32 keyway&screw hole,High Precision,Yes
SSG1.5-80J35,S45C,1.5,80,120,35 keyway&screw hole,High Precision,Yes
SSG1.5-80J40,S45C,1.5,80,120,40 keyway&screw hole,High Precision,Yes
SSG1.5-90J20,S45C,1.5,90,135,20 keyway&screw hole,High Precision,Yes
SSG1.5-90J22,S45C,1.5,90,135,22 keyway&screw hole,High Precision,Yes
SSG1.5-90J25,S45C,1.5,90,135,25 keyway&screw hole,High Precision,Yes
SSG1.5-90J28,S45C,1.5,90,135,28 keyway&screw hole,High Precision,Yes
SSG1.5-90J30,S45C,1.5,90,135,30 keyway&screw hole,High Precision,Yes
SSG1.5-90J32,S45C,1.5,90,135,32 keyway&screw hole,High Precision,Yes
SSG1.5-90J35,S45C,1.5,90,135,35 keyway&screw hole,High Precision,Yes
SSG1.5-90J40,S45C,1.5,90,135,40 keyway&screw hole,High Precision,Yes
SSG2-100J25,S45C,2,100,200,25 keyway&screw hole,High Precision,Yes
SSG2-100J28,S45C,2,100,200,28 keyway&screw hole,High Precision,Yes
SSG2-100J30,S45C,2,100,200,30 keyway&screw hole,High Precision,Yes
SSG2-100J32,S45C,2,100,200,32 keyway&screw hole,High Precision,Yes
SSG2-100J35,S45C,2,100,200,35 keyway&screw hole,High Precision,Yes
SSG2-100J40,S45C,2,100,200,40 keyway&screw hole,High Precision,Yes
SSG2-100J45,S45C,2,100,200,45 keyway&screw hole,High Precision,Yes
SSG2-15J12,S45C,2,15,30,12 keyway&screw hole,High Precision,Yes
SSG2-16J12,S45C,2,16,32,12 keyway&screw hole,High Precision,Yes
SSG2-16J14,S45C,2,16,32,14 keyway&screw hole,High Precision,Yes
SSG2-17J12,S45C,2,17,34,12 keyway&screw hole,High Precision,Yes
SSG2-17J14,S45C,2,17,34,14 keyway&screw hole,High Precision,Yes
SSG2-17J15,S45C,2,17,34,15 keyway&screw hole,High Precision,Yes
SSG2-17J16,S45C,2,17,34,16 keyway&screw hole,High Precision,Yes
SSG2-18J12,S45C,2,18,36,12 keyway&screw hole,High Precision,Yes
SSG2-18J14,S45C,2,18,36,14 keyway&screw hole,High Precision,Yes
SSG2-18J15,S45C,2,18,36,15 keyway&screw hole,High Precision,Yes
SSG2-18J16,S45C,2,18,36,16 keyway&screw hole,High Precision,Yes
SSG2-18J17,S45C,2,18,36,17 keyway&screw hole,High Precision,Yes
SSG2-19J12,S45C,2,19,38,12 keyway&screw hole,High Precision,Yes
SSG2-19J14,S45C,2,19,38,14 keyway&screw hole,High Precision,Yes
SSG2-19J15,S45C,2,19,38,15 keyway&screw hole,High Precision,Yes
SSG2-19J16,S45C,2,19,38,16 keyway&screw hole,High Precision,Yes
SSG2-19J17,S45C,2,19,38,17 keyway&screw hole,High Precision,Yes
SSG2-19J18,S45C,2,19,38,18 keyway&screw hole,High Precision,Yes
SSG2-20J15,S45C,2,20,40,15 keyway&screw hole,High Precision,Yes
SSG2-20J16,S45C,2,20,40,16 keyway&screw hole,High Precision,Yes
SSG2-20J17,S45C,2,20,40,17 keyway&screw hole,High Precision,Yes
SSG2-20J18,S45C,2,20,40,18 keyway&screw hole,High Precision,Yes
SSG2-21J15,S45C,2,21,42,15 keyway&screw hole,High Precision,Yes
SSG2-21J16,S45C,2,21,42,16 keyway&screw hole,High Precision,Yes
SSG2-21J17,S45C,2,21,42,17 keyway&screw hole,High Precision,Yes
SSG2-21J18,S45C,2,21,42,18 keyway&screw hole,High Precision,Yes
SSG2-21J19,S45C,2,21,42,19 keyway&screw hole,High Precision,Yes
SSG2-21J20,S45C,2,21,42,20 keyway&screw hole,High Precision,Yes
SSG2-22J15,S45C,2,22,44,15 keyway&screw hole,High Precision,Yes
SSG2-22J16,S45C,2,22,44,16 keyway&screw hole,High Precision,Yes
SSG2-22J17,S45C,2,22,44,17 keyway&screw hole,High Precision,Yes
SSG2-22J18,S45C,2,22,44,18 keyway&screw hole,High Precision,Yes
SSG2-22J19,S45C,2,22,44,19 keyway&screw hole,High Precision,Yes
SSG2-22J20,S45C,2,22,44,20 keyway&screw hole,High Precision,Yes
SSG2-23J15,S45C,2,23,46,15 keyway&screw hole,High Precision,Yes
SSG2-23J16,S45C,2,23,46,16 keyway&screw hole,High Precision,Yes
SSG2-23J17,S45C,2,23,46,17 keyway&screw hole,High Precision,Yes
SSG2-23J18,S45C,2,23,46,18 keyway&screw hole,High Precision,Yes
SSG2-23J19,S45C,2,23,46,19 keyway&screw hole,High Precision,Yes
SSG2-23J20,S45C,2,23,46,20 keyway&screw hole,High Precision,Yes
SSG2-23J22,S45C,2,23,46,22 keyway&screw hole,High Precision,Yes
SSG2-24J15,S45C,2,24,48,15 keyway&screw hole,High Precision,Yes
SSG2-24J16,S45C,2,24,48,16 keyway&screw hole,High Precision,Yes
SSG2-24J17,S45C,2,24,48,17 keyway&screw hole,High Precision,Yes
SSG2-24J18,S45C,2,24,48,18 keyway&screw hole,High Precision,Yes
SSG2-24J19,S45C,2,24,48,19 keyway&screw hole,High Precision,Yes
SSG2-24J20,S45C,2,24,48,20 keyway&screw hole,High Precision,Yes
SSG2-24J22,S45C,2,24,48,22 keyway&screw hole,High Precision,Yes
SSG2-25J15,S45C,2,25,50,15 keyway&screw hole,High Precision,Yes
SSG2-25J16,S45C,2,25,50,16 keyway&screw hole,High Precision,Yes
SSG2-25J17,S45C,2,25,50,17 keyway&screw hole,High Precision,Yes
SSG2-25J18,S45C,2,25,50,18 keyway&screw hole,High Precision,Yes
SSG2-25J19,S45C,2,25,50,19 keyway&screw hole,High Precision,Yes
SSG2-25J20,S45C,2,25,50,20 keyway&screw hole,High Precision,Yes
SSG2-25J22,S45C,2,25,50,22 keyway&screw hole,High Precision,Yes
SSG2-26J15,S45C,2,26,52,15 keyway&screw hole,High Precision,Yes
SSG2-26J16,S45C,2,26,52,16 keyway&screw hole,High Precision,Yes
SSG2-26J17,S45C,2,26,52,17 keyway&screw hole,High Precision,Yes
SSG2-26J18,S45C,2,26,52,18 keyway&screw hole,High Precision,Yes
SSG2-26J19,S45C,2,26,52,19 keyway&screw hole,High Precision,Yes
SSG2-26J20,S45C,2,26,52,20 keyway&screw hole,High Precision,Yes
SSG2-26J22,S45C,2,26,52,22 keyway&screw hole,High Precision,Yes
SSG2-26J25,S45C,2,26,52,25 keyway&screw hole,High Precision,Yes
SSG2-27J15,S45C,2,27,54,15 keyway&screw hole,High Precision,Yes
SSG2-27J16,S45C,2,27,54,16 keyway&screw hole,High Precision,Yes
SSG2-27J17,S45C,2,27,54,17 keyway&screw hole,High Precision,Yes
SSG2-27J18,S45C,2,27,54,18 keyway&screw hole,High Precision,Yes
SSG2-27J19,S45C,2,27,54,19 keyway&screw hole,High Precision,Yes
SSG2-27J20,S45C,2,27,54,20 keyway&screw hole,High Precision,Yes
SSG2-27J22,S45C,2,27,54,22 keyway&screw hole,High Precision,Yes
SSG2-27J25,S45C,2,27,54,25 keyway&screw hole,High Precision,Yes
SSG2-28J15,S45C,2,28,56,15 keyway&screw hole,High Precision,Yes
SSG2-28J16,S45C,2,28,56,16 keyway&screw hole,High Precision,Yes
SSG2-28J17,S45C,2,28,56,17 keyway&screw hole,High Precision,Yes
SSG2-28J18,S45C,2,28,56,18 keyway&screw hole,High Precision,Yes
SSG2-28J19,S45C,2,28,56,19 keyway&screw hole,High Precision,Yes
SSG2-28J20,S45C,2,28,56,20 keyway&screw hole,High Precision,Yes
SSG2-28J22,S45C,2,28,56,22 keyway&screw hole,High Precision,Yes
SSG2-28J25,S45C,2,28,56,25 keyway&screw hole,High Precision,Yes
SSG2-29J15,S45C,2,29,58,15 keyway&screw hole,High Precision,Yes
SSG2-29J16,S45C,2,29,58,16 keyway&screw hole,High Precision,Yes
SSG2-29J17,S45C,2,29,58,17 keyway&screw hole,High Precision,Yes
SSG2-29J18,S45C,2,29,58,18 keyway&screw hole,High Precision,Yes
SSG2-29J19,S45C,2,29,58,19 keyway&screw hole,High Precision,Yes
SSG2-29J20,S45C,2,29,58,20 keyway&screw hole,High Precision,Yes
SSG2-29J22,S45C,2,29,58,22 keyway&screw hole,High Precision,Yes
SSG2-29J25,S45C,2,29,58,25 keyway&screw hole,High Precision,Yes
SSG2-29J28,S45C,2,29,58,28 keyway&screw hole,High Precision,Yes
SSG2-30J18,S45C,2,30,60,18 keyway&screw hole,High Precision,Yes
SSG2-30J19,S45C,2,30,60,19 keyway&screw hole,High Precision,Yes
SSG2-30J20,S45C,2,30,60,20 keyway&screw hole,High Precision,Yes
SSG2-30J22,S45C,2,30,60,22 keyway&screw hole,High Precision,Yes
SSG2-30J25,S45C,2,30,60,25 keyway&screw hole,High Precision,Yes
SSG2-30J28,S45C,2,30,60,28 keyway&screw hole,High Precision,Yes
SSG2-30J30,S45C,2,30,60,30 keyway&screw hole,High Precision,Yes
SSG2-32J18,S45C,2,32,64,18 keyway&screw hole,High Precision,Yes
SSG2-32J19,S45C,2,32,64,19 keyway&screw hole,High Precision,Yes
SSG2-32J20,S45C,2,32,64,20 keyway&screw hole,High Precision,Yes
SSG2-32J22,S45C,2,32,64,22 keyway&screw hole,High Precision,Yes
SSG2-32J25,S45C,2,32,64,25 keyway&screw hole,High Precision,Yes
SSG2-32J28,S45C,2,32,64,28 keyway&screw hole,High Precision,Yes
SSG2-32J30,S45C,2,32,64,30 keyway&screw hole,High Precision,Yes
SSG2-34J18,S45C,2,34,68,18 keyway&screw hole,High Precision,Yes
SSG2-34J19,S45C,2,34,68,19 keyway&screw hole,High Precision,Yes
SSG2-34J20,S45C,2,34,68,20 keyway&screw hole,High Precision,Yes
SSG2-34J22,S45C,2,34,68,22 keyway&screw hole,High Precision,Yes
SSG2-34J25,S45C,2,34,68,25 keyway&screw hole,High Precision,Yes
SSG2-34J28,S45C,2,34,68,28 keyway&screw hole,High Precision,Yes
SSG2-34J30,S45C,2,34,68,30 keyway&screw hole,High Precision,Yes
SSG2-35J18,S45C,2,35,70,18 keyway&screw hole,High Precision,Yes
SSG2-35J19,S45C,2,35,70,19 keyway&screw hole,High Precision,Yes
SSG2-35J20,S45C,2,35,70,20 keyway&screw hole,High Precision,Yes
SSG2-35J22,S45C,2,35,70,22 keyway&screw hole,High Precision,Yes
SSG2-35J25,S45C,2,35,70,25 keyway&screw hole,High Precision,Yes
SSG2-35J28,S45C,2,35,70,28 keyway&screw hole,High Precision,Yes
SSG2-35J30,S45C,2,35,70,30 keyway&screw hole,High Precision,Yes
SSG2-36J18,S45C,2,36,72,18 keyway&screw hole,High Precision,Yes
SSG2-36J19,S45C,2,36,72,19 keyway&screw hole,High Precision,Yes
SSG2-36J20,S45C,2,36,72,20 keyway&screw hole,High Precision,Yes
SSG2-36J22,S45C,2,36,72,22 keyway&screw hole,High Precision,Yes
SSG2-36J25,S45C,2,36,72,25 keyway&screw hole,High Precision,Yes
SSG2-36J28,S45C,2,36,72,28 keyway&screw hole,High Precision,Yes
SSG2-36J30,S45C,2,36,72,30 keyway&screw hole,High Precision,Yes
SSG2-38J18,S45C,2,38,76,18 keyway&screw hole,High Precision,Yes
SSG2-38J19,S45C,2,38,76,19 keyway&screw hole,High Precision,Yes
SSG2-38J20,S45C,2,38,76,20 keyway&screw hole,High Precision,Yes
SSG2-38J22,S45C,2,38,76,22 keyway&screw hole,High Precision,Yes
SSG2-38J25,S45C,2,38,76,25 keyway&screw hole,High Precision,Yes
SSG2-38J28,S45C,2,38,76,28 keyway&screw hole,High Precision,Yes
SSG2-38J30,S45C,2,38,76,30 keyway&screw hole,High Precision,Yes
SSG2-40J20,S45C,2,40,80,20 keyway&screw hole,High Precision,Yes
SSG2-40J22,S45C,2,40,80,22 keyway&screw hole,High Precision,Yes
SSG2-40J25,S45C,2,40,80,25 keyway&screw hole,High Precision,Yes
SSG2-40J28,S45C,2,40,80,28 keyway&screw hole,High Precision,Yes
SSG2-40J30,S45C,2,40,80,30 keyway&screw hole,High Precision,Yes
SSG2-40J32,S45C,2,40,80,32 keyway&screw hole,High Precision,Yes
SSG2-40J35,S45C,2,40,80,35 keyway&screw hole,High Precision,Yes
SSG2-42J20,S45C,2,42,84,20 keyway&screw hole,High Precision,Yes
SSG2-42J22,S45C,2,42,84,22 keyway&screw hole,High Precision,Yes
SSG2-42J25,S45C,2,42,84,25 keyway&screw hole,High Precision,Yes
SSG2-42J28,S45C,2,42,84,28 keyway&screw hole,High Precision,Yes
SSG2-42J30,S45C,2,42,84,30 keyway&screw hole,High Precision,Yes
SSG2-42J32,S45C,2,42,84,32 keyway&screw hole,High Precision,Yes
SSG2-42J35,S45C,2,42,84,35 keyway&screw hole,High Precision,Yes
SSG2-44J20,S45C,2,44,88,20 keyway&screw hole,High Precision,Yes
SSG2-44J22,S45C,2,44,88,22 keyway&screw hole,High Precision,Yes
SSG2-44J25,S45C,2,44,88,25 keyway&screw hole,High Precision,Yes
SSG2-44J28,S45C,2,44,88,28 keyway&screw hole,High Precision,Yes
SSG2-44J30,S45C,2,44,88,30 keyway&screw hole,High Precision,Yes
SSG2-44J32,S45C,2,44,88,32 keyway&screw hole,High Precision,Yes
SSG2-44J35,S45C,2,44,88,35 keyway&screw hole,High Precision,Yes
SSG2-45J20,S45C,2,45,90,20 keyway&screw hole,High Precision,Yes
SSG2-45J22,S45C,2,45,90,22 keyway&screw hole,High Precision,Yes
SSG2-45J25,S45C,2,45,90,25 keyway&screw hole,High Precision,Yes
SSG2-45J28,S45C,2,45,90,28 keyway&screw hole,High Precision,Yes
SSG2-45J30,S45C,2,45,90,30 keyway&screw hole,High Precision,Yes
SSG2-45J32,S45C,2,45,90,32 keyway&screw hole,High Precision,Yes
SSG2-45J35,S45C,2,45,90,35 keyway&screw hole,High Precision,Yes
SSG2-48J20,S45C,2,48,96,20 keyway&screw hole,High Precision,Yes
SSG2-48J22,S45C,2,48,96,22 keyway&screw hole,High Precision,Yes
SSG2-48J25,S45C,2,48,96,25 keyway&screw hole,High Precision,Yes
SSG2-48J28,S45C,2,48,96,28 keyway&screw hole,High Precision,Yes
SSG2-48J30,S45C,2,48,96,30 keyway&screw hole,High Precision,Yes
SSG2-48J32,S45C,2,48,96,32 keyway&screw hole,High Precision,Yes
SSG2-48J35,S45C,2,48,96,35 keyway&screw hole,High Precision,Yes
SSG2-50J25,S45C,2,50,100,25 keyway&screw hole,High Precision,Yes
SSG2-50J28,S45C,2,50,100,28 keyway&screw hole,High Precision,Yes
SSG2-50J30,S45C,2,50,100,30 keyway&screw hole,High Precision,Yes
SSG2-50J32,S45C,2,50,100,32 keyway&screw hole,High Precision,Yes
SSG2-50J35,S45C,2,50,100,35 keyway&screw hole,High Precision,Yes
SSG2-55J25,S45C,2,55,110,25 keyway&screw hole,High Precision,Yes
SSG2-55J28,S45C,2,55,110,28 keyway&screw hole,High Precision,Yes
SSG2-55J30,S45C,2,55,110,30 keyway&screw hole,High Precision,Yes
SSG2-55J32,S45C,2,55,110,32 keyway&screw hole,High Precision,Yes
SSG2-55J35,S45C,2,55,110,35 keyway&screw hole,High Precision,Yes
SSG2-56J25,S45C,2,56,112,25 keyway&screw hole,High Precision,Yes
SSG2-56J28,S45C,2,56,112,28 keyway&screw hole,High Precision,Yes
SSG2-56J30,S45C,2,56,112,30 keyway&screw hole,High Precision,Yes
SSG2-56J32,S45C,2,56,112,32 keyway&screw hole,High Precision,Yes
SSG2-56J35,S45C,2,56,112,35 keyway&screw hole,High Precision,Yes
SSG2-60J25,S45C,2,60,120,25 keyway&screw hole,High Precision,Yes
SSG2-60J28,S45C,2,60,120,28 keyway&screw hole,High Precision,Yes
SSG2-60J30,S45C,2,60,120,30 keyway&screw hole,High Precision,Yes
SSG2-60J32,S45C,2,60,120,32 keyway&screw hole,High Precision,Yes
SSG2-60J35,S45C,2,60,120,35 keyway&screw hole,High Precision,Yes
SSG2-64J25,S45C,2,64,128,25 keyway&screw hole,High Precision,Yes
SSG2-64J28,S45C,2,64,128,28 keyway&screw hole,High Precision,Yes
SSG2-64J30,S45C,2,64,128,30 keyway&screw hole,High Precision,Yes
SSG2-64J32,S45C,2,64,128,32 keyway&screw hole,High Precision,Yes
SSG2-64J35,S45C,2,64,128,35 keyway&screw hole,High Precision,Yes
SSG2-70J25,S45C,2,70,140,25 keyway&screw hole,High Precision,Yes
SSG2-70J28,S45C,2,70,140,28 keyway&screw hole,High Precision,Yes
SSG2-70J30,S45C,2,70,140,30 keyway&screw hole,High Precision,Yes
SSG2-70J32,S45C,2,70,140,32 keyway&screw hole,High Precision,Yes
SSG2-70J35,S45C,2,70,140,35 keyway&screw hole,High Precision,Yes
SSG2-70J40,S45C,2,70,140,40 keyway&screw hole,High Precision,Yes
SSG2-75J25,S45C,2,75,150,25 keyway&screw hole,High Precision,Yes
SSG2-75J28,S45C,2,75,150,28 keyway&screw hole,High Precision,Yes
SSG2-75J30,S45C,2,75,150,30 keyway&screw hole,High Precision,Yes
SSG2-75J32,S45C,2,75,150,32 keyway&screw hole,High Precision,Yes
SSG2-75J35,S45C,2,75,150,35 keyway&screw hole,High Precision,Yes
SSG2-75J40,S45C,2,75,150,40 keyway&screw hole,High Precision,Yes
SSG2-80J25,S45C,2,80,160,25 keyway&screw hole,High Precision,Yes
SSG2-80J28,S45C,2,80,160,28 keyway&screw hole,High Precision,Yes
SSG2-80J30,S45C,2,80,160,30 keyway&screw hole,High Precision,Yes
SSG2-80J32,S45C,2,80,160,32 keyway&screw hole,High Precision,Yes
SSG2-80J35,S45C,2,80,160,35 keyway&screw hole,High Precision,Yes
SSG2-80J40,S45C,2,80,160,40 keyway&screw hole,High Precision,Yes
SSG2-80J45,S45C,2,80,160,45 keyway&screw hole,High Precision,Yes
SSG2-90J25,S45C,2,90,180,25 keyway&screw hole,High Precision,Yes
SSG2-90J28,S45C,2,90,180,28 keyway&screw hole,High Precision,Yes
SSG2-90J30,S45C,2,90,180,30 keyway&screw hole,High Precision,Yes
SSG2-90J32,S45C,2,90,180,32 keyway&screw hole,High Precision,Yes
SSG2-90J35,S45C,2,90,180,35 keyway&screw hole,High Precision,Yes
SSG2-90J40,S45C,2,90,180,40 keyway&screw hole,High Precision,Yes
SSG2-90J45,S45C,2,90,180,45 keyway&screw hole,High Precision,Yes
SSG2.5-15J15,S45C,2.5,15,37.5,15 keyway&screw hole,High Precision,Yes
SSG2.5-15J16,S45C,2.5,15,37.5,16 keyway&screw hole,High Precision,Yes
SSG2.5-16J15,S45C,2.5,16,40,15 keyway&screw hole,High Precision,Yes
SSG2.5-16J16,S45C,2.5,16,40,16 keyway&screw hole,High Precision,Yes
SSG2.5-16J17,S45C,2.5,16,40,17 keyway&screw hole,High Precision,Yes
SSG2.5-16J18,S45C,2.5,16,40,18 keyway&screw hole,High Precision,Yes
SSG2.5-17J15,S45C,2.5,17,42.5,15 keyway&screw hole,High Precision,Yes
SSG2.5-17J16,S45C,2.5,17,42.5,16 keyway&screw hole,High Precision,Yes
SSG2.5-17J17,S45C,2.5,17,42.5,17 keyway&screw hole,High Precision,Yes
SSG2.5-17J18,S45C,2.5,17,42.5,18 keyway&screw hole,High Precision,Yes
SSG2.5-17J19,S45C,2.5,17,42.5,19 keyway&screw hole,High Precision,Yes
SSG2.5-17J20,S45C,2.5,17,42.5,20 keyway&screw hole,High Precision,Yes
